step,energy
694,0.0000256258
695,0.0000256258
696,0.0000256258
697,0.0000256258
698,0.0000256258
699,0.0000256258
700,0.0000256261
701,0.0000256261
702,0.0000256261
703,0.0000256261
704,0.0000256261
705,0.0000256261
706,0.0000256261
707,0.0000256261
708,0.0000256261
709,0.0000256261
710,0.0000256261
711,0.0000256261
712,0.0000256261
713,0.0000256261
714,0.0000256261
715,0.0000256261
716,0.0000256261
717,0.0000256261
718,0.0000256261
719,0.0000256261
720,0.0000256261
721,0.0000256261
722,0.0000256261
723,0.0000256261
724,0.0000256261
725,0.0000256261
726,0.0000256261
727,0.0000256261
728,0.0000256261
729,0.0000256261
730,0.0000256261
731,0.0000256261
732,0.0000256261
733,0.0000256261
734,0.0000256261
735,0.0000256261
736,0.0000256261
737,0.0000256261
738,0.0000256261
739,0.0000256261
740,0.0000256261
741,0.0000256261
742,0.0000256261
743,0.0000256261
744,0.0000256261
745,0.0000256261
746,0.0000256261
747,0.0000256261
748,0.0000256261
749,0.0000256261
750,0.0000256261
751,0.0000256261
752,0.0000256261
753,0.0000256261
754,0.0000256261
755,0.0000256261
756,0.0000256261
757,0.0000256261
758,0.0000256261
759,0.0000256261
760,0.0000256261
761,0.0000256261
762,0.0000256261
763,0.0000256261
764,0.0000256261
765,0.0000256261
766,0.0000256261
767,0.0000256262
768,0.0000256262
769,0.0000256262
770,0.0000256262
771,0.0000256262
772,0.0000256262
773,0.0000256262
774,0.0000256262
775,0.0000256262
776,0.0000256262
777,0.0000256262
778,0.0000256262
779,0.0000256262
780,0.0000256262
781,0.0000256262
782,0.0000256262
783,0.0000256262
784,0.0000256262
785,0.0000256262
786,0.0000256262
787,0.0000256262
788,0.0000256262
789,0.0000256262
790,0.0000256262
791,0.0000256262
792,0.0000256262
793,0.0000256262
794,0.0000256262
795,0.0000256262
796,0.0000256262
797,0.0000256262
798,0.0000256262
799,0.0000256262
800,0.0000256261
801,0.0000256261
802,0.0000256261
803,0.0000256261
804,0.0000256261
805,0.0000256261
806,0.0000256261
807,0.0000256261
808,0.0000256261
809,0.0000256261
810,0.0000256261
811,0.0000256261
812,0.0000256261
813,0.0000256261
814,0.0000256261
815,0.0000256261
816,0.0000256261
817,0.0000256261
818,0.0000256261
819,0.0000256261
820,0.0000256261
821,0.0000256261
822,0.0000256261
823,0.0000256261
824,0.0000256261
825,0.0000256261
826,0.0000256261
827,0.0000256261
828,0.0000256262
829,0.0000256262
830,0.0000256262
831,0.0000256262
832,0.0000256262
833,0.0000256262
834,0.0000256262
835,0.0000256262
836,0.0000256262
837,0.0000256262
838,0.0000256262
839,0.0000256262
840,0.0000256262
841,0.0000256262
842,0.0000256262
843,0.0000256262
844,0.0000256262
845,0.0000256262
846,0.0000256262
847,0.0000256262
848,0.0000256262
849,0.0000256262
850,0.0000256262
851,0.0000256262
852,0.0000256262
853,0.0000256262
854,0.0000256262
855,0.0000256262
856,0.0000256262
857,0.0000256262
858,0.0000256262
859,0.0000256262
860,0.0000256262
861,0.0000256262
862,0.0000256262
863,0.0000256262
864,0.0000256262
865,0.0000256262
866,0.0000256262
867,0.0000256262
868,0.0000256262
869,0.0000256262
870,0.0000256262
871,0.0000256262
872,0.0000256262
873,0.0000256262
874,0.0000256262
875,0.0000256262
876,0.0000256262
877,0.0000256262
878,0.0000256262
879,0.0000256262
880,0.0000256262
881,0.0000256262
882,0.0000256262
883,0.0000256262
884,0.0000256262
885,0.0000256262
886,0.0000256262
887,0.0000256262
888,0.0000256262
889,0.0000256262
890,0.0000256262
891,0.0000256262
892,0.0000256262
893,0.0000256262
894,0.0000256262
895,0.0000256262
896,0.0000256262
897,0.0000256262
898,0.0000256262
899,0.0000256262
900,0.0000256261
901,0.0000256261
902,0.0000256261
903,0.0000256261
904,0.0000256261
905,0.0000256261
906,0.0000256261
907,0.0000256261
908,0.0000256261
909,0.0000256261
910,0.0000256261
911,0.0000256261
912,0.0000256261
913,0.0000256261
914,0.0000256261
915,0.0000256261
916,0.0000256261
917,0.0000256261
918,0.0000256261
919,0.0000256261
920,0.0000256260
921,0.0000256260
922,0.0000256260
923,0.0000256260
924,0.0000256260
925,0.0000256260
926,0.0000256260
927,0.0000256260
928,0.0000256260
929,0.0000256260
930,0.0000256260
931,0.0000256260
932,0.0000256260
933,0.0000256260
934,0.0000256260
935,0.0000256260
936,0.0000256260
937,0.0000256260
938,0.0000256260
939,0.0000256260
940,0.0000256260
941,0.0000256260
942,0.0000256260
943,0.0000256260
944,0.0000256260
945,0.0000256260
946,0.0000256260
947,0.0000256260
948,0.0000256260
949,0.0000256260
950,0.0000256260
951,0.0000256260
952,0.0000256260
953,0.0000256260
954,0.0000256260
955,0.0000256260
956,0.0000256260
957,0.0000256260
958,0.0000256260
959,0.0000256260
960,0.0000256260
961,0.0000256260
962,0.0000256260
963,0.0000256260
964,0.0000256260
965,0.0000256259
966,0.0000256259
967,0.0000256259
968,0.0000256259
969,0.0000256259
970,0.0000256259
971,0.0000256259
972,0.0000256259
973,0.0000256259
974,0.0000256259
975,0.0000256259
976,0.0000256259
977,0.0000256259
978,0.0000256259
979,0.0000256259
980,0.0000256259
981,0.0000256259
982,0.0000256259
983,0.0000256259
984,0.0000256259
985,0.0000256259
986,0.0000256259
987,0.0000256259
988,0.0000256259
989,0.0000256259
990,0.0000256259
991,0.0000256259
992,0.0000256259
993,0.0000256259
994,0.0000256259
995,0.0000256259
996,0.0000256259
997,0.0000256259
998,0.0000256259
999,0.0000256259
1000,0.0000256261
